Facility Type,Loc Id,ADO,State Id,County,County State,City,Name,Ownership,Use,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,Elevation,Magnetic Variation,Sectional,Tie In FSS Id,Tie In FSS Name,FSS Toll Free Number,Fuel Types,ATCT,UNICOM,CTAF,ICAO Id
AIRPORT,APT,MEM,TN,MARION,TN,JASPER,MARION COUNTY/BROWN FLD,PU,PU,035-03-38.4000N,126218.4000N,085-35-07.1000W,0308107.1000W,641.2,02W,ATLANTA,BNA,NASHVILLE,1-800-WX-BRIEF,100LL A+ MOGAS,N,122.800,122.800,KAPT
AIRPORT,APV,LAX,CA,SAN BERNARDINO,CA,APPLE VALLEY,APPLE VALLEY,PU,PU,034-34-31.2000N,124471.2000N,117-11-10.3000W,0421870.3000W,3061.7,14E,LOS ANGELES,RAL,RIVERSIDE,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAPV
AIRPORT,APY,TEX,TX,ZAPATA,TX,ZAPATA,ZAPATA COUNTY,PU,PU,026-58-07.6300N,097087.6300N,099-14-56.0700W,0357296.0700W,422.1,08E,BROWNSVILLE,SJT,SAN ANGELO,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAPY
AIRPORT,AQO,TEX,TX,LLANO,TX,LLANO,LLANO MUNI,PU,PU,030-47-03.2000N,110823.2000N,098-39-35.6000W,0355175.6000W,1101.7,05E,SAN ANTONIO,SJT,SAN ANGELO,1-800-WX-BRIEF,100LL A,N,123.050,123.050,KAQO
AIRPORT,AQP,DMA,MN,SWIFT,MN,APPLETON,APPLETON MUNI,PU,PU,045-13-39.0100N,162819.0063N,096-00-16.3100W,0345616.3059W,1021,05E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,,N,,122.900,KAQP
AIRPORT,AQR,AOK,OK,ATOKA,OK,ATOKA,ATOKA MUNI,PU,PU,034-23-54.0200N,123834.0200N,096-08-53.0100W,0346133.0150W,590,06E,DALLAS-FT WORTH,MLC,MC ALESTER,1-800-WX-BRIEF,100LL,N,,122.900,KAQR
AIRPORT,AQW,NONE,MA,BERKSHIRE,MA,NORTH ADAMS,HARRIMAN-AND-WEST,PU,PU,042-41-46.5100N,153706.5137N,073-10-13.9900W,0263413.9910W,653.8,14W,NEW YORK,BTV,BURLINGTON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAQW
AIRPORT,AQX,ATL,SC,ALLENDALE,SC,ALLENDALE,ALLENDALE COUNTY,PU,PU,032-59-42.4000N,118782.4020N,081-16-12.8500W,0292572.8520W,161.8,06W,CHARLOTTE,AND,ANDERSON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAQX
AIRPORT,ARA,LNM,LA,IBERIA,LA,NEW IBERIA,ACADIANA RGNL,PU,PU,030-02-15.9300N,108135.9300N,091-53-02.0300W,0330782.0260W,24,00E,HOUSTON,DRI,DE RIDDER,1-800-WX-BRIEF,100LL A,Y,122.950,125.000,KARA
AIRPORT,ARB,DET,MI,WASHTENAW,MI,ANN ARBOR,ANN ARBOR MUNI,PU,PU,042-13-22.5400N,152002.5392N,083-44-44.5500W,0301484.5518W,839,05W,DETROIT,LAN,LANSING,1-800-WX-BRIEF,100LL A+,Y,123.000,120.300,KARB
AIRPORT,ARG,AOK,AR,LAWRENCE,AR,WALNUT RIDGE,WALNUT RIDGE RGNL,PU,PU,036-07-28.8000N,130048.8000N,090-55-30.4000W,0327330.4000W,279,01E,MEMPHIS,JBR,JONESBORO,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KARG
AIRPORT,ARM,TEX,TX,WHARTON,TX,WHARTON,WHARTON RGNL,PU,PU,029-15-15.4000N,105315.4000N,096-09-15.8000W,0346155.8000W,100,03E,HOUSTON,CXO,MONTGOMERY COUNTY,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KARM
AIRPORT,ARR,CHI,IL,KANE,IL,CHICAGO/AURORA,AURORA MUNI,PU,PU,041-46-18.9000N,150378.9000N,088-28-32.4000W,0318512.4000W,712,01W,CHICAGO,IKK,KANKAKEE,1-800-WX-BRIEF,100 A1,Y,122.950,120.600,KARR
AIRPORT,ART,NYC,NY,JEFFERSON,NY,WATERTOWN,WATERTOWN INTL,PU,PU,043-59-30.6000N,158370.6000N,076-01-09.9000W,0273669.9000W,330.8,12W,NEW YORK,BTV,BURLINGTON,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KART
AIRPORT,ARV,CHI,WI,VILAS,WI,MINOCQUA-WOODRUFF,LAKELAND/NOBLE F LEE MEML FLD,PU,PU,045-55-40.5000N,165340.5000N,089-43-51.4000W,0323031.4000W,1629.5,02W,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A1+,N,122.700,122.700,KARV
AIRPORT,ARW,ATL,SC,BEAUFORT,SC,BEAUFORT,BEAUFORT EXEC,PU,PU,032-24-43.8000N,116683.8000N,080-38-03.6800W,0290283.6750W,9,07W,CHARLOTTE,AND,ANDERSON,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KARW
AIRPORT,ASD,LNM,LA,ST TAMMANY,LA,SLIDELL,SLIDELL,PU,PU,030-20-46.8000N,109246.8000N,089-49-14.9000W,0323354.9000W,28.3,02E,NEW ORLEANS,DRI,DE RIDDER,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KASD
AIRPORT,ASE,DEN,CO,PITKIN,CO,ASPEN,ASPEN-PITKIN COUNTY/SARDY FLD,PU,PU,039-13-18.8000N,141198.8000N,106-52-05.6000W,0384725.6000W,7837.9,09E,DENVER,DEN,DENVER,1-800-WX-BRIEF,100LL A1+,Y,122.950,118.850,KASE
AIRPORT,ASG,AOK,AR,WASHINGTON,AR,SPRINGDALE,SPRINGDALE MUNI,PU,PU,036-10-35.0000N,130235.0000N,094-07-09.3000W,0338829.3000W,1352.5,04E,KANSAS CITY,JBR,JONESBORO,1-800-WX-BRIEF,100LL A,Y,122.950,118.200,KASG
AIRPORT,ASH,NONE,NH,HILLSBOROUGH,NH,NASHUA,BOIRE FLD,PU,PU,042-46-56.6900N,154016.6900N,071-30-50.7400W,0257450.7400W,200.4,16W,NEW YORK,BGR,BANGOR,1-800-WX-BRIEF,100LL A1+,Y,,133.200,KASH
AIRPORT,ASJ,MEM,NC,HERTFORD,NC,AHOSKIE,TRI-COUNTY AT HENRY JOYNER FIELD,PU,PU,036-17-51.1000N,130671.1000N,077-10-15.1000W,0277815.1000W,66.6,10W,WASHINGTON,RDU,RALEIGH,1-800-WX-BRIEF,100LL A1+,N,122.800,122.800,KASJ
AIRPORT,ASL,TEX,TX,HARRISON,TX,MARSHALL,HARRISON COUNTY,PU,PU,032-31-13.8000N,117073.8000N,094-18-28.0000W,0339508.0000W,357,03E,MEMPHIS,FTW,FORT WORTH,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KASL
AIRPORT,ASN,JAN,AL,TALLADEGA,AL,TALLADEGA,TALLADEGA MUNI,PU,PU,033-34-10.2200N,120850.2150N,086-03-04.3300W,0309784.3250W,528.8,03W,ATLANTA,ANB,ANNISTON,1-800-WX-BRIEF,100LL A A+,N,122.800,122.800,KASN
AIRPORT,AST,SEA,OR,CLATSOP,OR,ASTORIA,ASTORIA RGNL,PU,PU,046-09-28.7000N,166168.7000N,123-52-43.0000W,0445963.0000W,14.3,15E,SEATTLE,MMV,MC MINNVILLE,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAST
AIRPORT,ASW,CHI,IN,KOSCIUSKO,IN,WARSAW,WARSAW MUNI,PU,PU,041-16-28.9000N,148588.9000N,085-50-24.3000W,0309024.3000W,849.7,03W,CHICAGO,HUF,TERRE HAUTE,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KASW
AIRPORT,ASX,CHI,WI,ASHLAND,WI,ASHLAND,JOHN F KENNEDY MEML,PU,PU,046-32-54.7000N,167574.7000N,090-55-08.3000W,0327308.3000W,826.5,02W,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KASX
AIRPORT,ASY,DMA,ND,MC INTOSH,ND,ASHLEY,ASHLEY MUNI,PU,PU,046-01-23.3600N,165683.3650N,099-21-09.2700W,0357669.2690W,2032,08E,TWIN CITIES,GFK,GRAND FORKS,1-800-WX-BRIEF,100LL,N,,122.900,KASY
AIRPORT,ATA,TEX,TX,CASS,TX,ATLANTA,HALL-MILLER MUNI,PU,PU,033-06-09.1000N,119169.1000N,094-11-42.1000W,0339102.1000W,280.3,04E,MEMPHIS,FTW,FORT WORTH,1-800-WX-BRIEF,100LL,N,,122.900,KATA
AIRPORT,ATL,ATL,GA,FULTON,GA,ATLANTA,HARTSFIELD - JACKSON ATLANTA INTL,PU,PU,033-38-12.1200N,121092.1186N,084-25-40.3100W,0303940.3104W,1026.2,05W,ATLANTA,MCN,MACON,1-800-WX-BRIEF,100 100LL A,Y,122.950,,KATL
AIRPORT,ATS,LNM,NM,EDDY,NM,ARTESIA,ARTESIA MUNI,PU,PU,032-51-07.0000N,118267.0000N,104-28-03.3000W,0376083.3000W,3544.5,09E,ALBUQUERQUE,ABQ,ALBUQUERQUE,1-800-WX-BRIEF,100LL A1,N,123.075,123.075,KATS
AIRPORT,ATW,CHI,WI,OUTAGAMIE,WI,APPLETON,APPLETON INTL,PU,PU,044-15-29.1400N,159329.1350N,088-31-08.6600W,0318668.6600W,918,02W,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A,Y,122.950,119.600,KATW
AIRPORT,ATY,DMA,SD,CODINGTON,SD,WATERTOWN,WATERTOWN RGNL,PU,PU,044-54-50.3000N,161690.3000N,097-09-17.0000W,0349757.0000W,1749.3,06E,TWIN CITIES,HON,HURON,1-800-WX-BRIEF,100LL A,N,123.050,123.050,KATY
AIRPORT,AUG,NONE,ME,KENNEBEC,ME,AUGUSTA,AUGUSTA STATE,PU,PU,044-19-14.3400N,159554.3390N,069-47-50.3500W,0251270.3450W,351.7,18W,MONTREAL,BGR,BANGOR,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KAUG
AIRPORT,AUH,NONE,NE,HAMILTON,NE,AURORA,AURORA MUNI - AL POTTER FLD,PU,PU,040-53-38.9000N,147218.9000N,097-59-40.4000W,0352780.4000W,1803.4,06E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL,N,122.800,122.800,KAUH
AIRPORT,AUM,DMA,MN,MOWER,MN,AUSTIN,AUSTIN MUNI,PU,PU,043-39-45.5000N,157185.5000N,092-55-58.5000W,0334558.5000W,1233.5,00E,CHICAGO,PNM,PRINCETON,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAUM
AIRPORT,AUN,SFO,CA,PLACER,CA,AUBURN,AUBURN MUNI,PU,PU,038-57-17.4000N,140237.4000N,121-04-54.2000W,0435894.2000W,1538.4,16E,SAN FRANCISCO,RIU,RANCHO MURIETA,1-800-WX-BRIEF,100LL A A1,N,122.700,122.700,KAUN
AIRPORT,AUO,JAN,AL,LEE,AL,AUBURN,AUBURN UNIVERSITY RGNL,PU,PU,032-36-54.4000N,117414.4000N,085-26-02.4000W,0307562.4000W,776.8,04W,ATLANTA,ANB,ANNISTON,1-800-WX-BRIEF,100LL A A+,N,123.000,123.000,KAUO
AIRPORT,AUS,TEX,TX,TRAVIS,TX,AUSTIN,AUSTIN-BERGSTROM INTL,PU,PU,030-11-40.3000N,108700.2980N,097-40-11.5500W,0351611.5540W,541.5,04E,SAN ANTONIO,SJT,SAN ANGELO,1-800-WX-BRIEF,100LL A,Y,122.950,,KAUS
AIRPORT,AUW,CHI,WI,MARATHON,WI,WAUSAU,WAUSAU DOWNTOWN,PU,PU,044-55-34.6200N,161734.6243N,089-37-37.2100W,0322657.2063W,1201,03W,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A MOGAS,N,122.700,122.700,KAUW
AIRPORT,AVC,DCA,VA,MECKLENBURG,VA,SOUTH HILL,MECKLENBURG-BRUNSWICK RGNL,PU,PU,036-41-17.8000N,132077.8000N,078-03-16.1000W,0280996.1000W,441.4,09W,WASHINGTON,DCA,LEESBURG,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAVC
AIRPORT,AVK,AOK,OK,WOODS,OK,ALVA,ALVA RGNL,PU,PU,036-46-24.8800N,132384.8762N,098-40-16.2000W,0355216.1987W,1476.6,04E,WICHITA,MLC,MC ALESTER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAVK
AIRPORT,AVL,MEM,NC,BUNCOMBE,NC,ASHEVILLE,ASHEVILLE RGNL,PU,PU,035-26-10.0100N,127570.0070N,082-32-31.3700W,0297151.3710W,2163.9,07W,ATLANTA,RDU,RALEIGH,1-800-WX-BRIEF,100LL A,Y,122.950,121.100,KAVL
AIRPORT,AVO,ORL,FL,HIGHLANDS,FL,AVON PARK,AVON PARK EXEC,PU,PU,027-35-28.6800N,099328.6796N,081-31-44.2800W,0293504.2806W,160.4,05W,MIAMI,PIE,SAINT PETERSBURG,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAVO
AIRPORT,AVP,HAR,PA,LUZERNE,PA,WILKES-BARRE/SCRANTON,WILKES-BARRE/SCRANTON INTL,PU,PU,041-20-18.5000N,148818.5000N,075-43-24.2000W,0272604.2000W,961.7,11W,NEW YORK,IPT,WILLIAMSPORT,1-800-WX-BRIEF,100LL A,Y,122.950,,KAVP
AIRPORT,AVQ,PHX,AZ,PIMA,AZ,MARANA,MARANA RGNL,PU,PU,032-24-34.4000N,116674.4000N,111-13-06.2000W,0400386.2000W,2031.5,12E,PHOENIX,PRC,PRESCOTT,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KAVQ
AIRPORT,AVX,LAX,CA,LOS ANGELES,CA,AVALON,CATALINA,PR,PU,033-24-17.9900N,120257.9900N,118-24-56.7700W,0426296.7700W,1602,14E,LOS ANGELES,HHR,HAWTHORNE,1-800-WX-BRIEF,,N,122.700,122.700,KAVX
AIRPORT,AWG,NONE,IA,WASHINGTON,IA,WASHINGTON,WASHINGTON MUNI,PU,PU,041-16-32.5000N,148592.5000N,091-40-33.9000W,0330033.9000W,754.4,01W,CHICAGO,FOD,FORT DODGE,1-800-WX-BRIEF,100LL A,N,122.700,122.700,KAWG
AIRPORT,AWM,AOK,AR,CRITTENDEN,AR,WEST MEMPHIS,WEST MEMPHIS MUNI,PU,PU,035-08-06.2000N,126486.2000N,090-14-04.0000W,0324844.0000W,212.7,01E,MEMPHIS,JBR,JONESBORO,1-800-WX-BRIEF,100LL A,N,123.050,123.050,KAWM
AIRPORT,AWO,SEA,WA,SNOHOMISH,WA,ARLINGTON,ARLINGTON MUNI,PU,PU,048-09-38.7000N,173378.7000N,122-09-32.5000W,0439772.5000W,141.8,17E,SEATTLE,SEA,SEATTLE,1-800-WX-BRIEF,100LL A,N,,122.725,KAWO
AIRPORT,AXA,NONE,IA,KOSSUTH,IA,ALGONA,ALGONA MUNI,PU,PU,043-04-40.5000N,155080.5000N,094-16-19.0000W,0339379.0000W,1216,03E,OMAHA,FOD,FORT DODGE,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAXA
AIRPORT,AXH,TEX,TX,FORT BEND,TX,HOUSTON,HOUSTON/SOUTHWEST,PR,PU,029-30-22.1000N,106222.1000N,095-28-36.9000W,0343716.9000W,68.9,05E,HOUSTON,CXO,MONTGOMERY COUNTY,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KAXH
AIRPORT,AXN,DMA,MN,DOUGLAS,MN,ALEXANDRIA,CHANDLER FLD,PU,PU,045-51-58.7000N,165118.7000N,095-23-40.8000W,0343420.8000W,1425.3,04E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KAXN
AIRPORT,AXQ,HAR,PA,CLARION,PA,CLARION,CLARION COUNTY,PU,PU,041-13-29.8000N,148409.8000N,079-26-31.8000W,0285991.8000W,1457.5,10W,DETROIT,AOO,ALTOONA,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KAXQ
AIRPORT,AXS,AOK,OK,JACKSON,OK,ALTUS,ALTUS/QUARTZ MOUNTAIN RGNL,PU,PU,034-41-55.7000N,124915.7000N,099-20-18.5000W,0357618.5000W,1433.2,05E,DALLAS-FT WORTH,MLC,MC ALESTER,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KAXS
AIRPORT,AXV,DET,OH,AUGLAIZE,OH,WAPAKONETA,NEIL ARMSTRONG,PU,PU,040-29-36.8000N,145776.8000N,084-17-53.1000W,0303473.1000W,912.5,04W,DETROIT,DAY,DAYTON,1-800-WX-BRIEF,100LL A1+,N,122.800,122.800,KAXV
AIRPORT,AXX,LNM,NM,COLFAX,NM,ANGEL FIRE,ANGEL FIRE,PU,PU,036-25-19.2000N,131119.2010N,105-17-23.6600W,0379043.6580W,8379.5,10E,DENVER,ABQ,ALBUQUERQUE,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KAXX
AIRPORT,AYS,ATL,GA,WARE,GA,WAYCROSS,WAYCROSS-WARE COUNTY,PU,PU,031-14-54.2000N,112494.2000N,082-23-43.4000W,0296623.4000W,141.3,05W,JACKSONVILLE,MCN,MACON,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KAYS
AIRPORT,AZC,PHX,AZ,MOHAVE,AZ,COLORADO CITY,COLORADO CITY MUNI,PU,PU,036-57-35.8000N,133055.8000N,113-00-50.0000W,0406850.0000W,4873.8,13E,LAS VEGAS,PRC,PRESCOTT,1-800-WX-BRIEF,100LL A+,N,122.700,122.700,KAZC
AIRPORT,AZE,ATL,GA,JEFF DAVIS,GA,HAZLEHURST,HAZLEHURST,PU,PU,031-53-06.6800N,114786.6847N,082-38-52.4100W,0297532.4076W,255.2,06W,JACKSONVILLE,MCN,MACON,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KAZE
AIRPORT,AZO,DET,MI,KALAMAZOO,MI,KALAMAZOO,KALAMAZOO/BATTLE CREEK INTL,PU,PU,042-14-03.8000N,152043.8000N,085-33-05.6000W,0307985.6000W,873.9,03W,CHICAGO,LAN,LANSING,1-800-WX-BRIEF,100LL A,Y,122.950,118.300,KAZO
AIRPORT,BAC,DMA,ND,BARNES,ND,VALLEY CITY,BARNES COUNTY MUNI,PU,PU,046-56-28.3400N,168988.3350N,098-01-04.8500W,0352864.8490W,1401.6,07E,TWIN CITIES,GFK,GRAND FORKS,1-800-WX-BRIEF,100LL,N,122.800,122.800,KBAC
AIRPORT,BAF,NONE,MA,HAMPDEN,MA,WESTFIELD/SPRINGFIELD,WESTFIELD-BARNES RGNL,PU,PU,042-09-28.6000N,151768.6000N,072-42-57.1000W,0261777.1000W,270,14W,NEW YORK,BTV,BURLINGTON,1-800-WX-BRIEF,100LL A,Y,,118.900,KBAF
AIRPORT,BAK,CHI,IN,BARTHOLOMEW,IN,COLUMBUS,COLUMBUS MUNI,PU,PU,039-15-42.8900N,141342.8940N,085-53-46.8200W,0309226.8200W,656.1,03W,ST LOUIS,HUF,TERRE HAUTE,1-800-WX-BRIEF,100LL A,Y,122.950,118.600,KBAK
AIRPORT,BAM,PHX,NV,LANDER,NV,BATTLE MOUNTAIN,BATTLE MOUNTAIN,PU,PU,040-35-56.6000N,146156.6000N,116-52-27.6000W,0420747.6000W,4536.1,13E,SALT LAKE CITY,RNO,RENO,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBAM
AIRPORT,BAX,DET,MI,HURON,MI,BAD AXE,HURON COUNTY MEML,PU,PU,043-46-48.8000N,157608.8000N,082-59-07.5000W,0298747.5000W,763.3,05W,DETROIT,LAN,LANSING,1-800-WX-BRIEF,100LL A+,N,123.075,123.075,KBAX
AIRPORT,BAZ,TEX,TX,GUADALUPE,TX,NEW BRAUNFELS,NEW BRAUNFELS NTL,PU,PU,029-42-20.7000N,106940.7000N,098-02-35.6000W,0352955.6000W,658.4,08E,SAN ANTONIO,SJT,SAN ANGELO,1-800-WX-BRIEF,100LL A A+,Y,122.700,127.050,KBAZ
AIRPORT,BBB,DMA,MN,SWIFT,MN,BENSON,BENSON MUNI,PU,PU,045-19-54.9000N,163194.9000N,095-39-02.1000W,0344342.1000W,1039.3,05E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL,N,122.800,122.800,KBBB
AIRPORT,BBD,TEX,TX,MC CULLOCH,TX,BRADY,CURTIS FLD,PU,PU,031-10-45.4000N,112245.4000N,099-19-26.1000W,0357566.1000W,1827.4,07E,SAN ANTONIO,SJT,SAN ANGELO,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBBD
AIRPORT,BBG,NONE,MO,TANEY,MO,BRANSON,BRANSON,PU,PU,036-31-55.5000N,131515.4970N,093-12-01.9600W,0335521.9600W,1302,02E,KANSAS CITY,COU,COLUMBIA,1-800-WX-BRIEF,100LL A,Y,122.950,128.150,KBBG
AIRPORT,BBP,ATL,SC,MARLBORO,SC,BENNETTSVILLE,MARLBORO COUNTY JETPORT - H E AVENT FLD,PU,PU,034-37-18.1500N,124638.1510N,079-44-03.6900W,0287043.6940W,146.8,08W,CHARLOTTE,AND,ANDERSON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBBP
AIRPORT,BBW,NONE,NE,CUSTER,NE,BROKEN BOW,BROKEN BOW MUNI/KEITH GLAZE FLD,PU,PU,041-26-11.2000N,149171.2000N,099-38-31.8000W,0358711.8000W,2546.3,08E,OMAHA,OLU,COLUMBUS,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBBW
AIRPORT,BCB,DCA,VA,MONTGOMERY,VA,BLACKSBURG,VIRGINIA TECH/MONTGOMERY EXEC,PU,PU,037-12-33.7900N,133953.7920N,080-24-43.5200W,0289483.5240W,2119.5,08W,CINCINNATI,DCA,LEESBURG,1-800-WX-BRIEF,100LL A+,N,123.050,123.050,KBCB
AIRPORT,BCE,DEN,UT,GARFIELD,UT,BRYCE CANYON,BRYCE CANYON,PU,PU,037-42-23.2100N,135743.2070N,112-08-44.8800W,0403724.8757W,7590,14E,LAS VEGAS,CDC,CEDAR CITY,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBCE
AIRPORT,BCK,CHI,WI,JACKSON,WI,BLACK RIVER FALLS,BLACK RIVER FALLS AREA,PU,PU,044-15-02.6600N,159302.6590N,090-51-19.0100W,0327079.0090W,836.2,00E,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,100LL A,N,,122.900,KBCK
AIRPORT,BCR,ORL,FL,HOLMES,FL,BONIFAY,TRI-COUNTY,PU,PU,030-50-37.9900N,111037.9880N,085-36-06.3000W,0308166.2980W,86,03W,NEW ORLEANS,GNV,GAINESVILLE,1-800-WX-BRIEF,100LL A,N,122.725,122.725,KBCR
AIRPORT,BCT,ORL,FL,PALM BEACH,FL,BOCA RATON,BOCA RATON,PU,PU,026-22-42.5500N,094962.5480N,080-06-27.7100W,0288387.7070W,12.9,05W,MIAMI,MIA,MIAMI,1-800-WX-BRIEF,100LL A,Y,,118.425,KBCT
AIRPORT,BDE,DMA,MN,LAKE OF THE WOODS,MN,BAUDETTE,BAUDETTE INTL,PU,PU,048-43-48.9000N,175428.9000N,094-36-39.8000W,0340599.8000W,1085.4,04E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBDE
AIRPORT,BDG,DEN,UT,SAN JUAN,UT,BLANDING,BLANDING MUNI,PU,PU,037-34-60.0000N,135300.0000N,109-28-59.8000W,0394139.8000W,5867.8,12E,DENVER,CDC,CEDAR CITY,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBDG
AIRPORT,BDH,DMA,MN,KANDIYOHI,MN,WILLMAR,WILLMAR MUNI/JOHN L RICE FLD,PU,PU,045-07-01.3000N,162421.3000N,095-07-45.6000W,0342465.6000W,1126,04E,TWIN CITIES,PNM,PRINCETON,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBDH
AIRPORT,BDJ,CHI,WI,VILAS,WI,BOULDER JUNCTION,BOULDER JUNCTION PAYZER,PU,PU,046-08-11.5500N,166091.5473N,089-38-51.0700W,0322731.0678W,1666,01W,GREEN BAY,GRB,GREEN BAY,1-800-WX-BRIEF,,N,,122.900,KBDJ
AIRPORT,BDL,NONE,CT,HARTFORD,CT,WINDSOR LOCKS,BRADLEY INTL,PU,PU,041-56-20.5200N,150980.5160N,072-41-03.5400W,0261663.5370W,173.3,14W,NEW YORK,BDR,BRIDGEPORT,1-800-WX-BRIEF,100LL A,Y,122.950,,KBDL
AIRPORT,BDN,SEA,OR,DESCHUTES,OR,BEND,BEND MUNI,PU,PU,044-05-40.4200N,158740.4190N,121-12-00.8000W,0436320.7960W,3459.4,19E,KLAMATH FALLS,MMV,MC MINNVILLE,1-800-WX-BRIEF,100LL A,N,123.000,123.000,KBDN
AIRPORT,BDQ,AOK,AR,CONWAY,AR,MORRILTON,MORRILTON MUNI,PU,PU,035-08-10.4400N,126490.4410N,092-42-49.3500W,0333769.3500W,321.4,04E,MEMPHIS,JBR,JONESBORO,1-800-WX-BRIEF,100LL A+,N,122.800,122.800,KBDQ
AIRPORT,BDR,NONE,CT,FAIRFIELD,CT,BRIDGEPORT,BRIDGEPORT/SIKORSKY,PU,PU,041-09-48.5300N,148188.5310N,073-07-34.2300W,0263254.2330W,8.5,13W,NEW YORK,BDR,BRIDGEPORT,1-800-WX-BRIEF,100LL A,Y,123.000,120.900,KBDR
AIRPORT,BDU,DEN,CO,BOULDER,CO,BOULDER,BOULDER MUNI,PU,PU,040-02-21.7200N,144141.7150N,105-13-33.9200W,0378813.9225W,5288,12E,CHEYENNE,DEN,DENVER,1-800-WX-BRIEF,100LL A,N,122.725,122.725,KBDU
AIRPORT,BEA,TEX,TX,BEE,TX,BEEVILLE,BEEVILLE MUNI,PU,PU,028-21-51.2000N,102111.2000N,097-47-31.0000W,0352051.0000W,272.8,04E,SAN ANTONIO,SJT,SAN ANGELO,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBEA
AIRPORT,BEC,NONE,KS,SEDGWICK,KS,WICHITA,BEECH FACTORY,PR,PU,037-41-38.1000N,135698.1000N,097-12-53.7000W,0349973.7000W,1408.6,04E,WICHITA,ICT,WICHITA,1-800-WX-BRIEF,,Y,122.950,126.800,KBEC
AIRPORT,BED,NONE,MA,MIDDLESEX,MA,BEDFORD,LAURENCE G HANSCOM FLD,PU,PU,042-28-11.8000N,152891.8000N,071-17-20.4000W,0256640.4000W,132,16W,NEW YORK,BDR,BRIDGEPORT,1-800-WX-BRIEF,100LL A,Y,122.950,118.500,KBED
AIRPORT,BEH,DET,MI,BERRIEN,MI,BENTON HARBOR,SOUTHWEST MICHIGAN RGNL,PU,PU,042-07-42.1700N,151662.1710N,086-25-29.5700W,0311129.5720W,649.1,04W,CHICAGO,LAN,LANSING,1-800-WX-BRIEF,100LL A1+,N,123.000,123.000,KBEH
AIRPORT,BFA,DET,MI,CHARLEVOIX,MI,BOYNE FALLS,BOYNE MOUNTAIN,PR,PU,045-09-57.0300N,162597.0295N,084-55-26.8100W,0305726.8100W,719,06W,LAKE HURON,LAN,LANSING,1-800-WX-BRIEF,100LL,N,122.800,122.800,KBFA
AIRPORT,BFD,HAR,PA,MC KEAN,PA,BRADFORD,BRADFORD RGNL,PU,PU,041-48-10.6400N,150490.6356N,078-38-23.8800W,0283103.8775W,2143.1,11W,DETROIT,AOO,ALTOONA,1-800-WX-BRIEF,100LL A+,N,123.075,123.075,KBFD
AIRPORT,BFE,TEX,TX,TERRY,TX,BROWNFIELD,TERRY COUNTY,PU,PU,033-10-23.3000N,119423.3000N,102-11-34.5000W,0367894.5000W,3264.6,09E,ALBUQUERQUE,FTW,FORT WORTH,1-800-WX-BRIEF,100LL A,N,122.800,122.800,KBFE
